BLZ	Bankname
46462271	Spar- und Darlehnskasse Oeventrop
46462271	Spar- und Darlehnskasse Oeventrop (Gf P2)
46464453	Volksbank Reiste-Eslohe
46464453	Volksbank Reiste-Eslohe
46464453	Volksbank Reiste-Eslohe
46464453	Volksbank Reiste-Eslohe (Gf P2)
46640018	Commerzbank
46650005	Sparkasse Arnsberg-Sundern
46650005	Sparkasse Arnsberg-Sundern
46660022	Volksbank Sauerland
46660022	Volksbank Sauerland
46660022	Volksbank Sauerland
46660022	Volksbank Sauerland
46660022	Volksbank Sauerland
46660022	Volksbank Sauerland
46660022	Volksbank Sauerland (Gf P2)
46670007	Deutsche Bank
46670007	Deutsche Bank
46670007	Deutsche Bank
46670024	Deutsche Bank Privat und Geschäftskunden
46670024	Deutsche Bank Privat und Geschäftskunden
46670024	Deutsche Bank Privat und Geschäftskunden
47200000	Bundesbank eh Paderborn
47240047	Commerzbank
47240047	Commerzbank
47240047	Commerzbank
47250101	Sparkasse Paderborn
47250101	Sparkasse Paderborn
47250101	Sparkasse Paderborn
47250101	Sparkasse Paderborn
47250101	Sparkasse Paderborn
47250101	Sparkasse Paderborn
47250101	Sparkasse Paderborn
47250101	Sparkasse Paderborn
47250101	Sparkasse Paderborn
47250101	Sparkasse Paderborn
47251550	Sparkasse Höxter
47251550	Sparkasse Höxter
47251550	Sparkasse Höxter
47251550	Sparkasse Höxter
47251550	Sparkasse Höxter
47251550	Sparkasse Höxter
47251550	Sparkasse Höxter
47251550	Sparkasse Höxter
47251550	Sparkasse Höxter
47251550	Sparkasse Höxter
47251740	Stadtsparkasse Delbrück
47260121	Volksbank Paderborn-Höxter-Detmold
47260121	Volksbank Paderborn-Höxter-Detmold
47260121	Volksbank Paderborn-Höxter-Detmold
47260121	Volksbank Paderborn-Höxter-Detmold
47260121	Volksbank Paderborn-Höxter-Detmold
47260121	Volksbank Paderborn-Höxter-Detmold
47260121	Volksbank Paderborn-Höxter-Detmold
47260121	Volksbank Paderborn-Höxter-Detmold
47260121	Volksbank Paderborn-Höxter-Detmold
47260121	Volksbank Paderborn-Höxter-Detmold
47260121	Volksbank Paderborn-Höxter-Detmold
47260121	Volksbank Paderborn-Höxter-Detmold
47260121	Volksbank Paderborn-Höxter-Detmold
47260121	Volksbank Paderborn-Höxter-Detmold
47260121	Volksbank Paderborn-Höxter-Detmold
47260121	Volksbank Paderborn-Höxter-Detmold
47260121	Volksbank Paderborn-Höxter-Detmold
47260121	Volksbank Paderborn-Höxter-Detmold
47260121	Volksbank Paderborn-Höxter-Detmold
47260121	Volksbank Paderborn-Höxter-Detmold
47260121	Volksbank Paderborn-Höxter-Detmold
47260121	Volksbank Paderborn-Höxter-Detmold
47260121	Volksbank Paderborn-Höxter-Detmold (Gf P2)
47260234	Volksbank Elsen-Wewer-Borchen
47260234	Volksbank Elsen-Wewer-Borchen
47260234	Volksbank Elsen-Wewer-Borchen (Gf P2)
47260307	Bank für Kirche und Caritas
47260307	Bank für Kirche und Caritas (Gf P2)
47261429	Volksbank Haaren -alt-
47261603	Volksbank Büren und Salzkotten
47261603	Volksbank Büren und Salzkotten
47261603	Volksbank Büren und Salzkotten
47261603	Volksbank Büren und Salzkotten
47261603	Volksbank Büren und Salzkotten
47261603	Volksbank Büren und Salzkotten
47261603	Volksbank Büren und Salzkotten (Gf P2)
47262406	Volksbank Höxter-Beverungen -alt-
47262406	Volksbank Höxter-Beverungen
47262626	Volksbank Westenholz
47262626	Volksbank Westenholz (Gf P2)
47262703	Volksbank Delbrück-Hövelhof
47262703	Volksbank Delbrück-Hövelhof (Gf P2)
47263472	Volksbank Westerloh-Westerwiehe
47263472	Volksbank Westerloh-Westerwiehe
47263472	Volksbank Westerloh-Westerwiehe (Gf P2)
47264367	Vereinigte Volksbank
47264367	Vereinigte Volksbank
47264367	Vereinigte Volksbank
47264367	Vereinigte Volksbank
47264367	Vereinigte Volksbank
47264367	Vereinigte Volksbank
47264367	Vereinigte Volksbank
47264367	Vereinigte Volksbank
47264367	Vereinigte Volksbank (Gf P2)
47265383	Volksbank Wewelsburg-Ahden
47265383	Volksbank Wewelsburg-Ahden (Gf P2)
47267216	Volksbank Borgentreich -alt-
47270024	Deutsche Bank Privat und Geschäftskunden
47270024	Deutsche Bank Privat und Geschäftskunden
47270024	Deutsche Bank Privat und Geschäftskunden
47270024	Deutsche Bank Privat und Geschäftskunden
47270024	Deutsche Bank Privat und Geschäftskunden
47270029	Deutsche Bank
47270029	Deutsche Bank
47270029	Deutsche Bank
47270029	Deutsche Bank
47270029	Deutsche Bank
47451235	Stadtsparkasse Marsberg -alt-
47460028	Volksbank Warburger Land -alt-
47460028	Volksbank Warburger Land
47460028	Volksbank Warburger Land
47460028	Volksbank Warburger Land (Gf P2)
47640051	Commerzbank
47640051	Commerzbank
47640051	Commerzbank
47640051	Commerzbank
47650130	Sparkasse Detmold
47650130	Sparkasse Detmold
47650130	Sparkasse Detmold
47650130	Sparkasse Detmold
47650130	Sparkasse Detmold
47650130	Sparkasse Detmold
47650130	Sparkasse Detmold
47650130	Sparkasse Detmold
47651225	Stadtsparkasse Blomberg
47670023	Deutsche Bank
47670023	Deutsche Bank
47670023	Deutsche Bank
47670023	Deutsche Bank
47670023	Deutsche Bank
47670023	Deutsche Bank
47670024	Deutsche Bank Privat und Geschäftskunden
47670024	Deutsche Bank Privat und Geschäftskunden
47670024	Deutsche Bank Privat und Geschäftskunden
47670024	Deutsche Bank Privat und Geschäftskunden
47670024	Deutsche Bank Privat und Geschäftskunden
47670024	Deutsche Bank Privat und Geschäftskunden
47690080	Volksbank Detmold -alt-
47690080	Volksbank Horn-Bad Meinberg Ndl der VB Detmold
47690080	Volksbank Lage Ndl d VB Detmold
47690080	Volksbank Lemgo Ndl d VB Detmold
47690080	Volksbank Oerlinghausen Ndl d VB Detmold
47691200	Volksbank
47691200	Volksbank
47691200	Volksbank (Gf P2)
47691200	Volksbank Lügde-Rischenau
47800000	Bundesbank eh Gütersloh
47840065	Commerzbank
47840065	Commerzbank
47840065	Commerzbank
47840065	Commerzbank
47840065	Commerzbank
47840080	Commerzbank Zw 80
47850065	Sparkasse Gütersloh
47850065	Sparkasse Gütersloh
47852760	Sparkasse Rietberg
47853355	Stadtsparkasse Versmold
47853520	Kreissparkasse Wiedenbrück
47853520	Kreissparkasse Wiedenbrück
47853520	Kreissparkasse Wiedenbrück
47853520	Kreissparkasse Wiedenbrück
47853520	Kreissparkasse Wiedenbrück
47860125	Volksbank Gütersloh
47860125	VB Benteler Zndl d VB Gütersloh
47860125	VB Bokel Zndl d VB Gütersloh
47860125	VB Herzebrock Zndl d VB Gütersloh
47860125	VB Rheda-Wiedenbrück Zndl d VB Gütersloh
47860125	Volksbank Gütersloh (Gf P2)
47860125	Volksbank Gütersloh Zw Ummeln
47861317	Volksbank Clarholz-Lette-Beelen
47861317	Volksbank Clarholz-Lette-Beelen
47861317	Volksbank Clarholz-Lette-Beelen
47861317	Volksbank Clarholz-Lette-Beelen (Gf P2)
47861518	Volksbank Harsewinkel
47861518	Volksbank Harsewinkel (Gf P2)
47861806	Volksbank Kaunitz
47861806	Volksbank Kaunitz (Gf P2)
47861907	Volksbank Langenberg -alt-
47862261	Volksbank Marienfeld -alt-
47862447	Volksbank Rietberg
47862447	Volksbank Langenberg Zndl d Volksbank Rietberg
47862447	Volksbank Rietberg (Gf P2)
47863373	Volksbank Versmold
47863373	Volksbank Versmold (Gf P2)
47880031	Commerzbank vormals Dresdner Bank
47880031	Commerzbank vormals Dresdner Bank
47880031	Commerzbank vormals Dresdner Bank
48000000	Bundesbank
48010111	SEB
48010111	SEB
48010111	SEB
48010111	SEB
48020086	UniCredit Bank - HypoVereinsbank
48020086	UniCredit Bank - HypoVereinsbank
48020086	UniCredit Bank - HypoVereinsbank
48020086	UniCredit Bank - HypoVereinsbank
48020086	UniCredit Bank - HypoVereinsbank
48020086	UniCredit Bank - HypoVereinsbank
48020151	Bankhaus Lampe
48020151	Bankhaus Lampe
48020151	Bankhaus Lampe
48020151	Bankhaus Lampe
48020151	Bankhaus Lampe
48020151	Bankhaus Lampe
48020151	Bankhaus Lampe
48020151	Bankhaus Lampe
48020151	Bankhaus Lampe
48020151	Bankhaus Lampe
48020151	Bankhaus Lampe
48020151	Bankhaus Lampe
48021900	Bankverein Werther
48021900	Bankverein Werther (Gf 2P)
48040035	Commerzbank
48040035	Commerzbank
48040035	Commerzbank
48040060	Commerzbank CC
48040061	Commerzbank CC
48050000	Westdeutsche Landesbank
48050161	Sparkasse Bielefeld
48051580	Kreissparkasse Halle
48051580	Kreissparkasse Halle
48051580	Kreissparkasse Halle
48051580	Kreissparkasse Halle
48060036	Bielefelder Volksbank
48060036	Bielefelder Volksbank
48060036	Bielefelder Volksbank (Gf P2)
48062051	Volksbank Halle/Westf
48062051	Volksbank Halle/Westf
48062051	Volksbank Halle/Westf
48062051	Volksbank Halle/Westf
48062051	Volksbank Halle/Westf (Gf P2)
48062466	Spar-u Darlehnskasse Schloß Holte-Stukenbrock
48062466	Spar-u Darlehnskasse Schloß Holte-Stukenbrock
48062466	Spar-u Darlehnskasse Schloß Holte-Stukenbrock (Gf P2)
48070020	Deutsche Bank
48070020	Deutsche Bank
48070020	Deutsche Bank
48070024	Deutsche Bank Privat und Geschäftskunden
48070024	Deutsche Bank Privat und Geschäftskunden
48070024	Deutsche Bank Privat und Geschäftskunden
48070024	Deutsche Bank Privat und Geschäftskunden
48070024	Deutsche Bank Privat und Geschäftskunden
48070024	Deutsche Bank Privat und Geschäftskunden
48070024	Deutsche Bank Privat und Geschäftskunden
48070024	Deutsche Bank Privat und Geschäftskunden
48070024	Deutsche Bank Privat und Geschäftskunden
48070024	Deutsche Bank Privat und Geschäftskunden
48070024	Deutsche Bank Privat und Geschäftskunden
48070024	Deutsche Bank Privat und Geschäftskunden
48070040	Deutsche Bank
48070042	Deutsche Bank
48070043	Deutsche Bank
48070044	Deutsche Bank
48070045	Deutsche Bank
48070050	Deutsche Bank
48070052	Deutsche Bank
48080020	Commerzbank vormals Dresdner Bank
48080020	Commerzbank vormals Dresdner Bank
48080020	Commerzbank vormals Dresdner Bank
48080020	Commerzbank vormals Dresdner Bank
48080020	Commerzbank vormals Dresdner Bank
48080020	Commerzbank vormals Dresdner Bank
48080020	Commerzbank vormals Dresdner Bank
48080020	Commerzbank vormals Dresdner Bank
48089350	Commerzbank vormals Dresdner Bank ITGK
48091315	Volksbank Brackwede -alt-
48091315	Volksbank Brackwede (Gf P2)
48250110	Sparkasse Lemgo
48250110	Sparkasse Lemgo
48250110	Sparkasse Lemgo
48250110	Sparkasse Lemgo
48250110	Sparkasse Lemgo
48250110	Sparkasse Lemgo
48250110	Sparkasse Lemgo
48262248	Volksbank Nordlippe -alt-
48262248	Volksbank Nordlippe (Gf P2)
48291490	Volksbank Bad Salzuflen
48291490	Volksbank Bad Salzuflen (Gf P2)
48291490	Volksbank Bad Salzuflen (Zw Lemgo-Kirchheide)
48291490	Volksbank Bad Salzuflen Zw Leopoldshöhe
48291490	Volksbank Barntrup Ndl d VB Bad Salzuflen
48291490	Volksbank Exertal Ndl d VB Bad Salzuflen
48291490	Volksbank Kalletal Ndl d VB Bad Salzuflen
49000000	Bundesbank eh Minden
49040043	Commerzbank
49050101	Sparkasse Minden-Lübbecke
49050101	Sparkasse Minden-Lübbecke
49050101	Sparkasse Minden-Lübbecke
49050101	Sparkasse Minden-Lübbecke
49050101	Sparkasse Minden-Lübbecke
49050101	Sparkasse Minden-Lübbecke
49050101	Sparkasse Minden-Lübbecke
49050101	Sparkasse Minden-Lübbecke
49051065	Stadtsparkasse Rahden
49051285	Stadtsparkasse Bad Oeynhausen
49051990	Stadtsparkasse Porta Westfalica
49060127	Volksbank Mindener Land
49060127	Volksbank Mindener Land
49060127	Volksbank Mindener Land
49060127	Volksbank Mindener Land (Gf P2)
49060392	Volksbank Minden
49060392	Volksbank Minden (Gf P2)
49061298	Volksbank Bad Oeynhausen -alt-
49061470	Volksbank Stemweder Berg -alt-
49061510	Volksbank Eisbergen -alt-
49061510	Volksbank Eisbergen (Gf P2)
49063296	Volksbank Petershagen -alt-
49063296	Volksbank Petershagen (Gf P2)
49063338	Volksbank Hille -alt-
49070024	Deutsche Bank Privat und Geschäftskunden
49070024	Deutsche Bank Privat und Geschäftskunden
49070024	Deutsche Bank Privat und Geschäftskunden
49070024	Deutsche Bank Privat und Geschäftskunden
49070024	Deutsche Bank Privat und Geschäftskunden
49070028	Deutsche Bank
49070028	Deutsche Bank
49070028	Deutsche Bank
49070028	Deutsche Bank
49070028	Deutsche Bank
49080025	Commerzbank vormals Dresdner Bank
49080025	Commerzbank vormals Dresdner Bank
49080025	Commerzbank vormals Dresdner Bank
49092650	Volksbank Lübbecker Land
49092650	Volksbank Lübbecker Land
49092650	Volksbank Lübbecker Land
49092650	Volksbank Lübbecker Land
49092650	Volksbank Lübbecker Land
49092650	Volksbank Lübbecker Land
49092650	Volksbank Lübbecker Land (Gf P2)
49240096	Commerzbank
49240096	Commerzbank
49262364	Volksbank Schnathorst
49262364	Volksbank Schnathorst
49262364	Volksbank Schnathorst (Gf P2)
49440043	Commerzbank
49440043	Commerzbank
49450120	Sparkasse Herford
49450120	Sparkasse Herford
49450120	Sparkasse Herford
49450120	Sparkasse Herford
49450120	Sparkasse Herford
49450120	Sparkasse Herford
49450120	Sparkasse Herford
49450120	Sparkasse Herford
49450120	Sparkasse Herford
49451210	Sparkasse Bad Salzuflen -alt-
49461323	Volksbank Enger-Spenge -alt-
49490070	Volksbank Bad Oeynhausen-Herford
49490070	Volksbank Bad Oeynhausen-Herford
49490070	Volksbank Bad Oeynhausen-Herford
49490070	Volksbank Bad Oeynhausen-Herford
49490070	Volksbank Bad Oeynhausen-Herford (Gf P2)
49490070	Volksbank Bünde Zndl d VB Bad Oeynhausen-Herford
49490070	Volksbank Enger, Zndl d VB Bad Oeynhausen-Herford
49490070	Volksbank Hiddenhaus Zndl d VB Bad Oeynhausen-Herford
49490070	Volksbank Kirchleng Zndl d VB Bad Oeynhausen-Herford
49490070	Volksbank Löhne Zndl d VB Bad Oeynhausen-Herford
49490070	Volksbank Spenge, Zndl d VB Bad Oeynhausen-Herford
49490070	Volksbank Vlotho Zndl d VB Bad Oeynhausen-Herford
50000000	Bundesbank
50010060	Postbank
50010111	SEB
50010111	SEB
50010111	SEB
50010111	SEB
50010111	SEB
50010200	AKBANK
50010424	Aareal Bank
50010517	ING-DiBa
50010700	Degussa Bank
50010700	Degussa Bank
50010700	Degussa Bank
50010700	Degussa Bank
50010700	Degussa Bank
50010700	Degussa Bank
50010700	Degussa Bank
50010700	Degussa Bank
50010700	Degussa Bank
50010700	Degussa Bank
50010700	Degussa Bank
50010700	Degussa Bank
50010700	Degussa Bank
50010700	Degussa Bank
50010700	Degussa Bank
50010700	Degussa Bank
50010700	Degussa Bank
50010700	Degussa Bank
50010700	Degussa Bank
50010700	Degussa Bank
50010700	Degussa Bank
50010700	Degussa Bank
50010700	Degussa Bank
50010700	Degussa Bank
50010700	Degussa Bank
50010700	Degussa Bank
50010700	Degussa Bank
50010700	Degussa Bank
50010700	Degussa Bank
50010700	Degussa Bank
50010700	Degussa Bank
50010700	Degussa Bank
50010700	Degussa Bank
50010700	Degussa Bank
50010700	Degussa Bank
50010700	Degussa Bank
50010900	Bank of America
50012800	ALTE LEIPZIGER Bauspar
50020160	UniCredit Bank - HypoVereinsbank Ndl 427 Ffm
50020200	BHF-BANK
50020300	KBC Bank Deutschland
50020400	KfW Kreditanstalt für Wiederaufbau Frankfurt
50020500	Landwirtschaftliche Rentenbank
50020700	Credit Europe Bank Ndl. Deutschland
50020800	Intesa Sanpaolo Frankfurt
50020900	COREALCREDIT BANK
50021000	ING Bank
50021100	Frankfurter Fondsbank
50023400	Bank of Beirut Ndl Frankfurt
50030000	Banque PSA Finance Deutschland
50030100	HKB Bank Frankfurt
50030500	BNP PARIBAS Securities Services
50030600	Deutsche WertpapierService Bank
50030700	DenizBank (Wien) Zw Frankfurt
50030800	LHB Internationale Handelsbank
50030900	Lehman Brothers Bankhaus Frankfurt
50031000	Triodos Bank Deutschland
50031100	Bankhaus Main
50033300	Santander Consumer Bank
50040000	Commerzbank
50040000	Commerzbank
50040000	Commerzbank
50040000	Commerzbank
50040000	Commerzbank
50040000	Commerzbank
50040000	Commerzbank
50040000	Commerzbank
50040000	Commerzbank
50040000	Commerzbank
50040000	Commerzbank
50040000	Commerzbank
50040000	Commerzbank
50040000	Commerzbank
50040033	Commerzbank Gf BRS
50040038	Commerzbank, MBP
50040040	Commerzbank Gf ZRK
50040048	Commerzbank GF-F48
50040048	Commerzbank
50040048	Commerzbank
50040048	Commerzbank
50040050	Commerzbank, CC SP
50040051	Commerzbank Center Dresdner Bank Frankfurt
50040052	Commerzbank Service - BZ Frankfurt
50040060	Commerzbank Gf 460
50040061	Commerzbank Gf 461
50040062	Commerzbank CC
50040063	Commerzbank CC
50040075	Commerzbank Gf ZCM
50040088	Commerzbank, INT 1
50040099	Commerzbank INT
50042500	Commerzbank Zw 425 - keine Auslandsbanken
50044444	Commerzbank Vermögensverwaltung
50047010	Commerzbank Service - BZ
50050000	Landesbank Hessen-Thür Girozentrale
50050201	Frankfurter Sparkasse
50050201	Frankfurter Sparkasse
50050201	Frankfurter Sparkasse
50050201	Frankfurter Sparkasse
50050201	Frankfurter Sparkasse
50050201	Frankfurter Sparkasse
50050201	Frankfurter Sparkasse
50050201	Frankfurter Sparkasse
50050201	Frankfurter Sparkasse
50050201	Frankfurter Sparkasse
50050201	Frankfurter Sparkasse
50050201	Frankfurter Sparkasse
50050201	Frankfurter Sparkasse Sprendlingen
50050222	Frankfurter Sparkasse GF 1822direkt
50050999	DekaBank Frankfurt
50060000	DZ Bank
50060400	DZ BANK
50060411	First Cash DZ BANK Frankfurt
50060412	DZ BANK Gf vK
50060500	Evangelische Kreditgenossenschaft -Filiale Frankfurt-
50061741	Raiffeisenbank Oberursel
50061741	Raiffeisenbank Oberursel
50061741	Raiffeisenbank Oberursel
50061741	Raiffeisenbank Oberursel
50061741	Raiffeisenbank Oberursel (Gf P2)
50069126	Raiffeisenbank Alzey-Land
50069126	Raiffeisenbank Alzey-Land
50069126	Raiffeisenbank Alzey-Land
50069126	Raiffeisenbank Alzey-Land (Gf P2)
50069146	Volksbank Grebenhain
50069146	Volksbank Grebenhain (Gf P2)
50069187	Volksbank Egelsbach -alt-
50069241	Raiffeisenkasse Erbes-Büdesheim und Umgebung
50069241	Raiffeisenkasse Erbes-Büdesheim und Umgebung
50069241	Raiffeisenkasse Erbes-Büdesheim und Umgebung
50069241	Raiffeisenkasse Erbes-Büdesheim und Umgebung
50069241	Raiffeisenkasse Erbes-Büdesheim und Umgebung (Gf P2)
50069345	Raiffeisenbank
50069345	Raiffeisenbank (Gf P2)
50069455	Hüttenberger Bank
50069455	Hüttenberger Bank (Gf P2)
50069464	Volksbank Inheiden-Villingen -alt-
50069464	Volksbank Inheiden-Villingen -alt- (Gf P2)
50069477	Raiffeisenbank Kirtorf
50069477	Raiffeisenbank Kirtorf
50069477	Raiffeisenbank Kirtorf
50069477	Raiffeisenbank Kirtorf (Gf P2)
50069693	Raiffeisenbank Bad Homburg Ndl d FrankfurterVB
50069828	Raiffeisenbank Mücke -alt-
50069828	Raiffeisenbank Mücke
50069842	Raiffeisen Volksbank
50069842	Raiffeisen Volksbank (Gf P2)
50069976	Volksbank Wißmar
50069976	Volksbank Wißmar (Gf P2)
50070010	Deutsche Bank Filiale
50070010	Deutsche Bank
50070010	Deutsche Bank
50070010	Deutsche Bank
50070010	Deutsche Bank
50070010	Deutsche Bank
50070010	Deutsche Bank
50070010	Deutsche Bank
50070010	Deutsche Bank Sulzbach-MTZ
50070024	Deutsche Bank Privat und Geschäftskunden
50070024	Deutsche Bank PGK Sulzbach-Main-Taunus-Zentrum
50070024	Deutsche Bank Privat und Geschäftskunden
50070024	Deutsche Bank Privat und Geschäftskunden
50070024	Deutsche Bank Privat und Geschäftskunden
50070024	Deutsche Bank Privat und Geschäftskunden
50070024	Deutsche Bank Privat und Geschäftskunden
50070024	Deutsche Bank Privat und Geschäftskunden
50070024	Deutsche Bank Privat und Geschäftskunden
50073019	Deutsche Bank
50073019	Deutsche Bank
50073024	Deutsche Bank Privat und Geschäftskunden
50073024	Deutsche Bank Privat und Geschäftskunden
50073081	Projektgesellschaft DB Europe
50080000	Commerzbank vormals Dresdner Bank
50080000	Commerzbank vormals Dresdner Bank
50080000	Commerzbank vormals Dresdner Bank
50080000	Commerzbank vormals Dresdner Bank
50080000	Commerzbank vormals Dresdner Bank
50080000	Commerzbank vormals Dresdner Bank
50080000	Commerzbank vormals Dresdner Bank
50080000	Commerzbank vormals Dresdner Bank
50080000	Commerzbank vormals Dresdner Bank
50080000	Commerzbank vormals Dresdner Bank
50080000	Commerzbank vormals Dresdner Bank
50080000	Commerzbank vormals Dresdner Bank
50080000	Commerzbank vormals Dresdner Bank
50080000	Commerzbank vormals Dresdner Bank
50080000	Commerzbank vormals Dresdner Bank Fil Limesstadt
50080015	Commerzbank vormals Dresdner Bank Zw 15
50080025	Commerzbank vormals Dresdner Bank Zw 25
50080035	Commerzbank vormals Dresdner Bank Zw 35
50080055	Commerzbank vormals Dresdner Bank Zw 55
50080057	Commerzbank vormals Dresdner Bank Gf ZW 57
50080060	Commerzbank vormals Dresdner Bank Gf DrKW
50080061	Commerzbank vormals Dresdner Bank Gf DrKWSL
50080077	Commerzbank, GF Wüstenrot BSPK
50080079	Commerzbank vormals Dresdner Bank ESOP
50080080	Commerzbank vormals Dresdner Bank Bs 80
50080082	Commerzbank vormals Dresdner Bank Gf AVB
50080086	Commerzbank vormals Dresdner Bank ITGK 3
50080087	Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 4
50080088	Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 5
50080089	Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 6
50080091	Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 7
50080092	Commerzbank vormals Dresdner Bank Finance and Controlling
50080099	Commerzbank vormals Dresdner Bank Zw 99
50080300	Commerzbank vormals Dresdner Bank Private Banking Inland
50083007	Commerzbank vormals Dresdner Bank
50083838	Commerzbank vormals Dresdner Bank in Frankfurt MBP
50089400	Commerzbank vormals Dresdner Bank ITGK
50090200	VR DISKONTBANK
50090500	Sparda-Bank Hessen
50090500	Sparda-Bank Hessen
50090500	Sparda-Bank Hessen
50090500	Sparda-Bank Hessen
50090500	Sparda-Bank Hessen
50090500	Sparda-Bank Hessen
50090500	Sparda-Bank Hessen
50090500	Sparda-Bank Hessen
50090500	Sparda-Bank Hessen
50090500	Sparda-Bank Hessen
50090500	Sparda-Bank Hessen
50090500	Sparda-Bank Hessen
50090500	Sparda-Bank Hessen
50090500	Sparda-Bank Hessen
50090500	Sparda-Bank Hessen
50090500	Sparda-Bank Hessen
50090500	Sparda-Bank Hessen
50090500	Sparda-Bank Hessen
50090500	Sparda-Bank Hessen
50090500	Sparda-Bank Hessen
50090500	Sparda-Bank Hessen
50090500	Sparda-Bank Hessen
50090500	Sparda-Bank Hessen
50090500	Sparda-Bank Hessen
50090500	Sparda-Bank Hessen
50090500	Sparda-Bank Hessen
50090500	Sparda-Bank Hessen
50090500	Sparda-Bank Hessen
50090500	Sparda-Bank Hessen
50090500	Sparda-Bank Hessen
50090607	apoBank
50090900	PSD Bank Hessen-Thüringen
50090900	PSD Bank Hessen-Thüringen Beratungscenter Darmstadt
50090900	PSD Bank Hessen-Thüringen Beratungscenter Erfurt
50090900	PSD Bank Hessen-Thüringen Beratungscenter Wiesbaden
50092100	Spar- u Kreditbank ev-freikirchl Gemeinden
50092100	Spar- u Kreditbank ev-freikirchl Gemeinden (Gf P2)
50092200	Volksbank Main-Taunus -alt-
50092200	Volksbank Main-Taunus
50092200	Volksbank Main-Taunus
50092200	Volksbank Main-Taunus
50092200	Volksbank Main-Taunus
50092200	Volksbank Main-Taunus
50092200	Volksbank Main-Taunus
50092200	Volksbank Main-Taunus
50092200	Volksbank Main-Taunus
50092200	Volksbank Main-Taunus
50092200	Volksbank Main-Taunus
50092200	Volksbank Main-Taunus (Gf P2)
50092900	Volksbank Usinger Land Ndl d Frankfurter VB
50093000	Rüsselsheimer Volksbank
50093000	Rüsselsheimer Volksbank (Gf P2)
50093000	Rüsselsheimer Volksbank Ndl Raunheim
50093000	Rüsselsheimer Volksbank Ndl Trebur
50093010	Rüsselsheimer Volksbank GAA
50093400	Volksbank Kelsterbach Ndl d Frankfurter VB
50110200	Industrial and Commercial Bank of China
50110300	DVB Bank
50110400	AKA Ausfuhrkredit GmbH
50110500	NATIXIS Zweigniederlassung Deutschland
50110636	DTC Standard Chartered Bank Germany Branch
50110700	Frankfurter Bankgesellschaft (Deutschland)
50110800	J.P. Morgan
50110801	J.P. Morgan, Internal Reference
50110900	Bank of America N.A. Military Bank
50120000	MainFirst Bank
50120100	ICICI Bank UK Ndl Frankfurt am Main
50120383	BETHMANN BANK
50120383	Bethmann Bank
50120383	Bethmann Bank
50120383	Bethmann Bank
50120383	Bethmann Bank
50120383	Bethmann Bank
50120383	Bethmann Bank
50120383	Bethmann Bank
50120500	Credit Suisse (Deutschland)
50120600	Bank of Communications Frankfurt branch
50120900	VakifBank International Wien Zndl Frankfurt
50123400	VTB Bank (Austria), Zndl
50130000	National Bank of Pakistan Zndl Frankfurt
50130100	BethmannMaffei Bank -alt-
50130200	Oppenheim, Sal - jr & Cie
50130300	First International Bank
50130400	Merck Finck & Co
50130600	UBS Deutschland
50131000	Vietnam Joint Stock Commercial Bank for Industry and Trade
50150000	Westdeutsche Landesbank Ndl Frankfurt
50190000	Frankfurter Volksbank
50190000	Frankfurter Volksbank
50190000	Frankfurter Volksbank
50190000	Frankfurter Volksbank
50190000	Frankfurter Volksbank
50190000	Frankfurter Volksbank
50190000	Frankfurter Volksbank
50190000	Frankfurter Volksbank
50190000	Frankfurter Volksbank
50190000	Frankfurter Volksbank
50190000	Frankfurter Volksbank
50190000	Frankfurter Volksbank
50190000	Frankfurter Volksbank
50190000	Frankfurter Volksbank
50190000	Frankfurter Volksbank
50190000	Frankfurter Volksbank
50190000	Frankfurter Volksbank
50190000	Frankfurter Volksbank
50190000	Frankfurter Volksbank
50190000	Frankfurter Volksbank
50190000	Frankfurter Volksbank
50190000	Frankfurter Volksbank
50190000	Frankfurter Volksbank
50190000	Frankfurter Volksbank
50190000	Frankfurter Volksbank
50190000	Frankfurter Volksbank
50190000	Frankfurter Volksbank
50190000	Frankfurter Volksbank
50190000	Frankfurter Volksbank
50190000	Frankfurter Volksbank
50190000	Frankfurter Volksbank
50190000	Frankfurter Volksbank
50190000	Frankfurter Volksbank (Gf P2)
50190300	Volksbank Höchst
50190300	Volksbank Höchst (Gf P2)
50190300	Volksbank Höchst Zw Flörsheim
50190300	Volksbank Höchst Zw Hattersheim
50190400	Volksbank Griesheim
50190400	Volksbank Griesheim (Gf P2)
50210111	SEB TZN Clearing
50210112	SEB TZN MB Frankfurt
50210130	SEB TZN MB Ffm.
50210131	SEB TZN MB Ffm.
50210132	SEB TZN MB Ffm.
50210133	SEB TZN MB Ffm.
50210134	SEB TZN MB Ffm.
50210135	SEB TZN MB Ffm.
50210136	SEB TZN MB Ffm.
50210137	SEB TZN MB Ffm.
50210138	SEB TZN MB Ffm.
50210139	SEB TZN MB Ffm.
50210140	SEB TZN MB Ffm.
50210141	SEB TZN MB Ffm.
50210142	SEB TZN MB Ffm.
50210143	SEB TZN MB Ffm.
50210144	SEB TZN MB Ffm.
50210145	SEB TZN MB Ffm.
50210146	SEB TZN MB Ffm.
50210147	SEB TZN MB Ffm.
